movie_title,genres,distributor_group,release_month,domestic_opening_adjusted,total_gross_adjusted,prediction
Air Force One (1997),Action Crime Drama Thriller,Major Studio,07,72564761,615882220,6.059351318142486E8
Airborne (1993),Adventure Comedy Sport,Major Studio,09,2740909,6189250,2.927946331030209E7
Airheads (1994),Comedy Crime Music,Major Studio,08,4045695,12172353,2.927946331030209E7
Airplane II: The Sequel (1982),Comedy Sci-Fi,Major Studio,12,17323516,88257523,2.3835797634609604E8
Akeelah and the Bee (2006),Drama Family,Major Studio,04,9354502,29485249,4.2322162176812686E7
Akira (1988),Animation Drama Fantasy Sci-Fi,Small / Indie Studio,12,28500,8296249,7.584722285160422E7
Aladdin (1992),Adventure Animation Comedy Family Fantasy Musical Romance,Major Studio,11,439649,1126820932,8.411670290422267E8
Aladdin (2019),Adventure Comedy Family Fantasy Musical Romance,Major Studio,05,112269915,1293611131,1.0391644694458437E9
Alaska (1996),Adventure Drama Family,Major Studio,08,5829798,23659164,2.927946331030209E7
Alex & Emma (2003),Comedy Romance,Major Studio,06,10420650,26207161,6.232207467025106E7
Alex Cross (2012),Action Crime Mystery Thriller,Major Studio,10,15571463,47299936,6.1484647480139725E7
Alexander (2004),Action Biography Drama History War,Major Studio,11,22731376,277847151,1.5831813690657243E8
"Alexander and the Terrible, Horrible, No Good, Very Bad Day (2014)",Comedy Drama Family Fantasy,Major Studio,10,24328042,133370787,1.0541533508258949E8
Alfie (2004),Comedy Drama Romance,Major Studio,10,10327348,58228759,4.9969216331051424E7
Ali (2001),Biography Drama Sport,Major Studio,12,26061217,155565454,3.52929373157436E8
Alice (1990),Comedy Romance,Mid-size Studio,12,87087,17601901,4.162225396385735E7
Alice Through the Looking Glass (2016),Adventure Family Fantasy Mystery,Major Studio,05,35104011,391861948,3.9909210341214305E8
Alice in Wonderland (2010),Adventure Family Fantasy Mystery,Major Studio,03,167017013,1475186300,1.3178462780161982E9
Alien (1979),Horror Sci-Fi,Major Studio,05,15247465,471540152,6.411797356433726E7
Alien Nation (1988),Action Sci-Fi,Major Studio,10,22338221,85292717,1.1052004303803726E8
Alien vs. Predator (2004),Action Adventure Horror Sci-Fi Thriller,Major Studio,08,63593400,294669123,5.212515223983597E8
Alien: Covenant (2017),Horror Sci-Fi Thriller,Major Studio,05,46276212,308279496,3.917662924704151E8
Alien: Resurrection (1997),Action Horror Sci-Fi,Major Studio,11,32193857,315362940,2.187524123341312E8
Alien: Romulus (2024),Horror Sci-Fi Thriller,Major Studio,08,42003361,350865342,3.169221984386279E8
Alienoid (2022),Action Adventure Fantasy Sci-Fi,Small / Indie Studio,07,124374,12980225,2.5290718356035513E8
Alienoid: The Return to the Future (2024),Action Fantasy Sci-Fi,Small / Indie Studio,01,27972,10824208,5.267504157817069E7
Aliens (1986),Action Adventure Horror Sci-Fi Thriller,Major Studio,07,28767677,375077905,2.5615870563506925E8
Aliens in the Attic (2009),Adventure Comedy Family Fantasy Sci-Fi,Major Studio,06,11709528,84630877,5.907673022821095E7
Aliens vs. Predator: Requiem (2007),Action Horror Sci-Fi Thriller,Major Studio,12,15219162,197120419,9.308834272032388E7
Alien³ (1992),Action Horror Sci-Fi,Major Studio,05,43480821,357270595,3.244470991153754E8
Aline (2020),Biography Comedy Drama Music,Mid-size Studio,11,189956,12907797,7.568442422746152E7
Alita: Battle Angel (2019),Action Adventure Sci-Fi Thriller,Major Studio,02,35000389,496903491,2.6043245914533535E8
Alive (1993),Biography Drama Thriller,Major Studio,01,18727358,79766440,1.4745497260755292E8
All About My Mother (1999),Comedy Drama Romance,Small / Indie Studio,11,94838,127973451,3.535415749204022E7
All About Steve (2009),Comedy Romance,Major Studio,04,16436359,58640382,1.1052004303803726E8
All About the Benjamins (2002),Action Comedy Crime Thriller,Major Studio,03,17451563,45875563,1.1052004303803726E8
All Dogs Go to Heaven (1989),Adventure Animation Comedy Drama Family Fantasy Musical,Small / Indie Studio,11,11925215,68573102,5.9332507610080615E7
All Dogs Go to Heaven 2 (1996),Adventure Animation Family Fantasy Romance,Major Studio,03,4512092,17240806,2.4174755354854323E7
All Eyez on Me (2017),Biography Drama Music,Major Studio,06,33830394,71241489,2.6454631260057482E8
All I Want for Christmas (1991),Comedy Family Romance,Major Studio,11,8397283,34117200,5.318532647583222E7
All Night Long (1981),Comedy Drama Romance,Major Studio,03,4805585,15368102,2.4174755354854323E7
All That Jazz (1979),Drama Music Musical,Major Studio,12,372681,163479937,1.4363330839961728E8
All of Me (1984),Comedy Fantasy Romance,Major Studio,09,17526079,109927581,1.1052004303803726E8
All of Us Strangers (2023),Drama Romance,Mid-size Studio,12,121445,20822816,4.162225396385735E7
All the Money in the World (2017),Biography Crime Drama History Mystery Thriller,Small / Indie Studio,12,7146946,72940481,1.1977234379109636E8
All the Pretty Horses (2000),Drama Romance Western,Mid-size Studio,12,2377215,33033078,6.074441782800123E7
All the Right Moves (1983),Drama Romance Sport,Major Studio,10,5119465,54275822,2.927946331030209E7
Allan Quatermain and the Lost City of Gold (1986),Action Adventure Comedy,Small / Indie Studio,01,5412276,10357952,2.625317497446979E7
Allegiant (2016),Action Adventure Fantasy Horror Mystery Sci-Fi Thriller,Major Studio,03,37938373,234273364,3.169221984386279E8
Allied (2016),Action Drama Romance Thriller War,Major Studio,11,16601016,156211141,1.5831813690657243E8
Almost Christmas (2016),Comedy Drama Romance,Major Studio,11,19780252,55652718,1.2138320733705679E8
Almost Famous (2000),Adventure Comedy Drama Music,Major Studio,09,4216500,86324074,6.621439287981775E7
Almost Heroes (1998),Adventure Comedy Western,Major Studio,05,5461196,11809523,3.1912789394499626E7
Almost an Angel (1990),Comedy Drama,Major Studio,12,3861381,16661501,6.379873202190257E7
Aloha (2015),Comedy Drama Romance,Major Studio,05,12798312,34741240,5.949168393861744E7
Aloha Summer (1988),Comedy Drama,Small / Indie Studio,02,689309,1109769,4.167858831718631E7
Along Came Polly (2004),Comedy Romance,Major Studio,01,46039065,296138322,3.4730646222415197E8
Along Came a Spider (2001),Crime Drama Mystery Thriller,Major Studio,04,29607020,186330055,2.039068811985272E8
Along With the Gods: The Last 49 Days (2018),Action Adventure Drama Fantasy Thriller,Small / Indie Studio,08,389434,123755218,7.861351788670197E7
Along With the Gods: The Two Worlds (2017),Action Adventure Drama Fantasy Thriller,Small / Indie Studio,12,237451,139994864,1.3519775713381287E8
Alpha (2018),Adventure Drama,Small / Indie Studio,08,12932498,121491419,4.983250738000337E7
Alpha Dog (2006),Biography Crime Drama Thriller,Major Studio,01,9702052,48944846,7.925709174632835E7
Alpha and Omega (2010),Adventure Animation Comedy Family Romance,Major Studio,09,13100731,72657180,5.68583578544199E7
Alphabet City (1984),Crime Drama Thriller,Small / Indie Studio,05,3540010,21245597,2.2489579878457777E7
Altered States (1980),Horror Sci-Fi Thriller,Major Studio,12,664797,75572980,8.463340829459119E7
Alvin and the Chipmunks (2007),Adventure Animation Comedy Family Fantasy Music Musical,Major Studio,12,67033827,552751231,6.349465560994325E8
Alvin and the Chipmunks: Chipwrecked (2011),Adventure Animation Comedy Family Fantasy Music Musical,Major Studio,12,32415950,477905802,3.356365092554175E8
Alvin and the Chipmunks: The Road Chip (2015),Adventure Comedy Family Fantasy Music Musical,Major Studio,12,18908695,310750081,2.434626843015438E8
Alvin and the Chipmunks: The Squeakquel (2009),Adventure Animation Comedy Family Fantasy Music Musical,Major Studio,12,71463265,647937859,6.013421641894345E8
Always (1989),Drama Fantasy Romance,Major Studio,12,9396479,187588467,1.3584133099343926E8
Always Miss You (2019),Romance,Small / Indie Studio,05,57325,23331617,2.712431927721823E7
Am I Racist? (2024),Comedy Documentary,Small / Indie Studio,09,4544063,12311598,2.625317497446979E7
Amadeus (1984),Biography Drama Music,Mid-size Studio,09,1525799,157647374,6.85693416158885E7
Amazing Grace (2006),Biography Drama History Romance,Small / Indie Studio,02,6513145,48595716,2.625317497446979E7
Amazon Women on the Moon (1987),Comedy Sci-Fi,Major Studio,09,474105,1514878,4.500943162754294E7
Ambulance (2022),Action Crime Drama Thriller,Major Studio,03,9325088,56063943,7.925709174632835E7
Amelia (2009),Adventure Biography Drama Romance,Major Studio,10,5708308,28721169,2.927946331030209E7
America's Sweethearts (2001),Comedy Romance,Small / Indie Studio,07,53468984,245020240,3.2271714308255976E8
American Anthem (1986),Drama Sport,Major Studio,06,5345892,13867851,4.163232164950171E7
American Assassin (2017),Action Thriller,Major Studio,09,19000024,86042316,1.1052004303803726E8
American Beauty (1999),Drama,Major Studio,09,1622366,670948978,7.162365580978984E7
American Dreamer (1984),Comedy Crime Romance Thriller,Major Studio,10,4774170,15164354,2.927946331030209E7
American Fiction (2023),Comedy Drama,Major Studio,12,231092,23146729,8.463340829459119E7
American Flyers (1985),Drama Sport,Major Studio,08,228466,4141965,5.011413958299071E7
American Gangster (2007),Biography Crime Drama,Major Studio,11,65910809,408119904,6.014814012462417E8
American Gigolo (1980),Crime Drama Mystery Romance Thriller,Major Studio,02,13550715,86578341,6.1484647480139725E7
American History X (1998),Crime Drama,Major Studio,10,300346,45945480,5.395558601203948E7
American Hustle (2013),Crime Drama,Major Studio,12,997052,338212930,1.5955893763698632E8
American Made (2017),Action Comedy Crime Drama Thriller,Major Studio,08,21469426,172594246,1.1052004303803726E8
American Me (1992),Biography Crime Drama Romance,Major Studio,03,7551854,29255147,7.021395501840198E7
American Ninja (1985),Action Adventure Romance,Small / Indie Studio,08,9433262,30618658,3.5296311702396154E7
American Ninja 2: The Confrontation (1987),Action Comedy Drama,Small / Indie Studio,05,2869375,11043478,2.888650105866733E7
American Ninja 3: Blood Hunt (1989),Action Drama,Small / Indie Studio,02,562380,2282779,3.261304703572003E7
American Outlaws (2001),Action Drama Western,Major Studio,08,8601762,24233005,4.2322162176812686E7
American Pie (1999),Comedy,Major Studio,07,35232558,443442571,2.232061429021381E8
American Pie 2 (2001),Comedy,Major Studio,08,79929185,509418237,5.212515223983597E8
American Psycho (2000),Crime Drama Horror,Major Studio,04,9037287,62422268,4.2322162176812686E7
American Reunion (2012),Comedy,Major Studio,04,29394798,321067479,2.039068811985272E8
American Sniper (2014),Action Biography Drama War,Major Studio,12,839355,725670178,4.4030518309004503E8
American Ultra (2015),Action Comedy,Major Studio,08,7218607,36081065,3.3279025448886316E7
American Underdog (2021),Biography Drama Romance Sport,Major Studio,12,6785989,30695029,6.77982941604868E7
American Wedding (2003),Comedy,Major Studio,08,56901824,396840930,3.4730646222415197E8
Amistad (1997),Biography Drama History,Major Studio,12,8937630,86433674,1.3584133099343926E8
Amityville 3-D (1983),Horror,Mid-size Studio,11,7453199,19946196,4.237725329150617E7
Amityville II: The Possession (1982),Horror,Mid-size Studio,09,13341665,40746598,5.337943051133825E7
Amores Perros (2000),Drama Thriller,Major Studio,03,108148,37040589,6.111059284397508E7
Amos & Andrew (1993),Comedy Crime,Major Studio,03,7854881,21162681,4.2322162176812686E7
Amour (2012),Drama,Small / Indie Studio,09,93272,40530267,5.267504157817069E7
Amsterdam (2022),Comedy Drama History Mystery Thriller,Major Studio,09,6908250,33492220,7.021395501840198E7
Amélie (2001),Comedy Romance,Mid-size Studio,04,241765,310347160,7.13625743052013E7
An American Haunting (2005),Drama Horror Mystery Thriller,Small / Indie Studio,04,9927785,46078830,3.783865790118714E7
An American Tail (1986),Adventure Animation Comedy Drama Family Musical,Major Studio,11,14980324,241948550,6.72431038237115E7
An American Tail: Fievel Goes West (1991),Adventure Animation Comedy Family Musical Western,Major Studio,11,7913365,93897492,4.808061852038446E7
An American Werewolf in London (1981),Comedy Horror,Major Studio,08,13064133,106336411,5.68583578544199E7
An American Werewolf in Paris (1997),Comedy Fantasy Horror Thriller,Major Studio,12,14853722,51924299,9.308834272032388E7
An Angel at My Table (1990),Biography Drama,Small / Indie Studio,05,29724,2432301,5.530836766236822E7
An Education (2009),Drama,Small / Indie Studio,10,232507,38157553,4.167858831718631E7
An Ideal Husband (1999),Comedy Romance,Mid-size Studio,06,363069,34918631,5.941268372828901E7
An Inconvenient Truth (2006),Documentary,Small / Indie Studio,05,437772,77464752,4.431191440138385E7
An Innocent Man (1989),Action Crime Drama Thriller,Major Studio,10,14423110,50727861,6.1484647480139725E7
An Officer and a Gentleman (1982),Drama Romance,Major Studio,07,10742433,421924070,1.0222104076759352E8
An Unfinished Life (2005),Drama Family Romance,Mid-size Studio,09,1203102,29906137,4.7059825389089376E7
Anaconda (1997),Action Adventure Horror Thriller,Major Studio,04,32480725,267503714,1.820194204350306E8
Anacondas: The Hunt for the Blood Orchid (2004),Action Adventure Horror Thriller,Small / Indie Studio,08,21278517,117904289,1.0349419256362072E8
Analyze That (2002),Comedy Crime,Major Studio,12,19242761,95919132,2.434626843015438E8
Analyze This (1999),Comedy Crime,Major Studio,03,34618335,333096783,2.078892480351117E8
Anastasia (1997),Adventure Animation Drama Family Fantasy Musical Mystery Romance,Major Studio,11,235563,273207239,1.0366112641346474E8
Anatomy (2000),Horror Thriller,Major Studio,02,10429,19131006,2.9722925726547867E7
Anatomy of a Fall (2023),Crime Drama Thriller,Mid-size Studio,08,121325,37115185,5.805627865007375E7
Anchorman 2: The Legend Continues (2013),Comedy,Major Studio,12,35323014,233826609,3.615063368554986E8
Anchorman: The Legend of Ron Burgundy (2004),Comedy,Major Studio,07,47193613,150651589,3.626233570911784E8
And God Created Woman (1988),Comedy Drama Romance,Small / Indie Studio,03,1044166,1902872,4.167858831718631E7
And So It Goes (2014),Comedy Drama Romance,Small / Indie Studio,07,6151272,33681390,4.1570069841496214E7
Andhadhun (2018),Crime Mystery Thriller,Small / Indie Studio,10,348127,78045040,7.861351788670197E7
Andre (1994),Adventure Drama Family,Major Studio,08,8508886,35597018,4.2322162176812686E7
Angel (1984),Action Crime Thriller,Small / Indie Studio,01,6688180,52810817,2.625317497446979E7
Angel Eyes (2001),Drama Romance,Major Studio,05,16343653,52642957,1.1804494371478473E8
Angel Has Fallen (2019),Action Thriller,Major Studio,08,26234068,179951481,2.329757527247281E8
Angel Heart (1987),Horror Mystery Thriller,Small / Indie Studio,03,10184078,47448177,3.788964977185761E7
Angel Town (1990),Action Drama,Small / Indie Studio,02,720243,2054638,3.771775499116779E7
Angela's Ashes (1999),Biography Drama,Major Studio,12,102871,24559852,8.428277411740863E7
Angels & Demons (2009),Mystery Thriller,Major Studio,05,67557497,710504510,5.981431376239697E8
Angels in the Outfield (1994),Comedy Drama Family Fantasy Sport,Major Studio,07,18869360,106313105,1.2583693790506367E8
Anger Management (2003),Comedy,Small / Indie Studio,04,71995311,333787276,5.13777093369088E8
Angie (1994),Comedy Drama Romance,Major Studio,03,5882381,19889059,2.927946331030209E7
Angus (1995),Comedy Drama,Major Studio,09,3942621,9926090,2.927946331030209E7
Animal (2023),Action Crime Drama Thriller,Small / Indie Studio,12,6717037,95589572,1.1977234379109636E8
Anita (2021),Biography Drama History Music,Mid-size Studio,11,95415,17385062,6.891944294909328E7
Anna (2019),Action Thriller,Major Studio,06,4417926,38805706,4.163232164950171E7
Anna Karenina (1997),Drama Romance,Major Studio,04,147090,1677794,3.969152573719332E7
Anna Karenina (2012),Drama Romance,Mid-size Studio,09,438160,94178253,8.399475495860504E7
Anna and the King (1999),Drama History Romance,Major Studio,12,9836315,214669823,1.4057281167626166E8
Annabelle (2014),Horror Mystery Thriller,Major Studio,09,49204378,341317023,3.225618775822806E8
Annabelle Comes Home (2019),Horror Mystery Thriller,Major Studio,06,24870568,283742569,2.1070924206638262E8
Annabelle: Creation (2017),Horror Mystery Thriller,Major Studio,08,44799114,392358467,2.9217761379675657E8
Annapolis (2006),Drama Romance Sport,Major Studio,01,11952510,27226705,5.68583578544199E7
Anne Frank Remembered (1995),Biography Documentary War,Small / Indie Studio,02,53392,2620316,2.4490993193020694E7
Annie (1982),Comedy Drama Family Musical,Major Studio,05,1659898,185495985,7.425698189398737E7
Annie (2014),Comedy Drama Family Musical,Major Studio,12,21017706,181336387,2.434626843015438E8
Annihilation (2018),Adventure Drama Horror Mystery Sci-Fi Thriller,Major Studio,02,13830772,53804768,6.1484647480139725E7
Anora (2024),Comedy Drama Romance,Mid-size Studio,10,550503,57211062,8.399475495860504E7
Another 48 Hrs. (1990),Action Comedy Crime Drama Mystery Thriller,Major Studio,06,46757141,368570082,3.6702859722009945E8
